26,da,1a,0,80,,  ,d0,86,9c,f0,ea,c3,b5,ea,47,c2
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
23,0,0,0,80,,  ,5,88,d2,5d,60,b0,d0,8e,8b,4
a0,31,6,c7,80,,  ,8d,81,c1,af,eb,bc,95,39,ac,64
13,0,0,0,80,,  ,67,8b,2,57,94,4b,7e,bb,96,34
63,f7,f8,27,80,,  ,b2,ed,92,8c,5a,ed,92,f6,82,e3
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
97,4f,0,0,80,,  ,68,e5,8d,bc,46,85,ef,a8,90,cd
de,0,0,0,80,,  ,9d,a1,cc,c1,c2,81,7a,ea,ed,ac
aa,c0,a5,e3,80,,  ,cf,7e,fa,c3,6a,46,ed,0c,69,6f
1c,f1,56,3,80,,  ,a3,a2,41,d8,63,9b,41,8e,f3,c3
ed,32,b7,3,80,,  ,5a,f3,1f,96,db,ff,e6,aa,cc,f8
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
e9,16,e6,e1,91,,  ,39,e0,5d,4c,b2,5f,55,33,39,74
4b,3f,c2,0,80,,  ,70,92,86,ff,31,fc,23,a1,3a,12
44,6,0,0,80,,  ,8a,f3,1b,77,b5,56,9a,ee,12,2f
8d,1b,14,0,80,,  ,a4,f9,64,e6,fe,6f,c2,51,af,29
61,76,11,2,80,,  ,a4,ec,a7,3e,76,47,a0,d2,1e,e6
ac,ec,0,0,80,,  ,3d,1e,81,78,7,1a,21,bb,3,82
e9,ad,3e,eb,80,,  ,de,66,ee,ed,87,17,8e,aa,17,3e
4e,34,3,3,80,,  ,96,c1,22,33,f1,ba,9e,9b,36,25
0d,0a,de,7,80,,  ,b7,c8,bc,34,f4,a1,a8,5b,61,d2
7d,2,0,0,80,,  ,7,ac,12,7,16,39,f0,ed,82,be
78,7f,26,0f,80,,  ,e0,fc,95,12,ae,0a,6e,b7,4e,ee
72,dd,df,67,82,,  ,64,55,15,4,a2,a1,65,80,4d,c8
67,84,1e,0,80,,  ,38,aa,7e,8f,7f,94,68,94,78,78
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
50,3a,0,0,80,,  ,a6,d3,9a,20,7e,7e,c3,63,f4,50
3d,0,0,0,80,,  ,32,39,be,59,e8,bd,2,c1,86,54
4,37,1d,0,80,,  ,56,24,f7,be,a3,6f,ec,b9,f9,a3
64,cc,2c,0,80,,  ,97,d9,92,2,47,2f,a0,a5,b1,8a
ae,2,0,0,80,,  ,18,50,1d,0c,70,2,67,36,a4,bd
1a,0,0,0,80,,  ,6c,74,ad,92,18,a9,dc,1e,14,d3
ca,39,0,0,80,,  ,ee,b0,b5,0d,fd,3f,c5,84,5b,69
30,bd,4c,3,80,,  ,6d,72,f9,8d,cb,36,e7,9c,c2,4
ec,a3,b1,66,93,,  ,c6,25,5,d5,ac,46,4,ec,7,b9
0d,0,0,0,80,,  ,a6,5f,a7,bd,0b,70,f0,4,15,ea
3,0,0,0,80,,  ,6f,ab,aa,e6,a8,4d,b1,73,b2,bb
e3,19,4,54,80,,  ,15,0b,8e,c1,0b,dd,63,7f,ff,dd
c7,2f,32,0,80,,  ,9d,ab,0,da,dd,ad,c0,f7,82,68
0b,14,0,0,80,,  ,82,1e,6d,23,d8,6,b6,9e,a9,c9
a1,82,27,fb,ab,,  ,38,59,33,e7,cf,5b,42,61,11,1b
68,a7,4,0,80,,  ,97,0f,fe,3d,5,1c,e2,65,8e,63
23,28,77,1f,80,,  ,c2,c9,c4,35,1,b8,f0,44,0,b2
60,0,0,0,80,,  ,a1,81,b1,c2,17,d2,44,6e,29,62
54,ca,1a,3a,89,,  ,b6,16,77,60,4b,c1,70,d3,ce,6e
6,1,0,0,80,,  ,9d,75,f6,98,ea,78,d8,31,8a,b6
7d,13,ba,88,82,,  ,be,c6,52,bb,b7,2b,cc,72,63,20
0d,0,0,0,80,,  ,a6,5f,a7,bd,0b,70,f0,4,15,ea
9,be,90,41,9a,,  ,f6,8f,fe,66,2e,4d,57,cb,bd,8f
cf,0,0,0,80,,  ,15,b7,7d,43,e2,8a,2b,c3,d6,be
61,ca,19,47,86,,  ,27,45,c4,7f,dc,8a,e9,7d,f3,42
b9,bb,56,b1,82,,  ,3a,6f,cb,f6,ea,84,40,85,bf,83
f8,11,0,0,80,,  ,d8,b1,f8,6e,b8,b9,4b,ef,61,b4
c1,9a,35,28,80,,  ,e9,cd,10,99,1d,72,e9,f5,94,1d
cd,0,0,0,80,,  ,36,b7,40,14,89,1,91,62,36,2b
be,b2,38,6,80,,  ,38,ea,0,f4,79,73,78,5c,f3,25
b8,af,11,3,80,,  ,4f,78,50,96,17,e3,6,0b,36,fb
53,e8,cc,0b,80,,  ,56,10,82,42,84,33,c3,a8,28,3f
3d,a2,3,0,80,,  ,3a,0e,61,b5,15,ae,19,ad,99,ad
52,bb,cf,0,80,,  ,51,ce,31,ee,3f,6a,f2,51,4a,2c
71,5b,8b,13,81,,  ,20,11,6f,6a,4c,9a,fd,ce,9a,8c
8a,c3,61,0,80,,  ,ee,ce,0c,4f,40,f7,b0,f2,10,7e
0f,0,0,0,80,,  ,b5,62,d0,a0,40,cf,cc,df,71,59
56,0f,0,0,80,,  ,83,79,2,7b,14,52,d2,6e,da,c5
6a,93,3c,6c,80,,  ,68,c7,44,51,6b,f3,68,25,54,7f
9c,b5,2a,e9,86,,  ,ef,ff,1,27,af,c1,82,eb,2d,a2
0d,0,0,0,80,,  ,a6,5f,a7,bd,0b,70,f0,4,15,ea
ac,7c,2f,10,80,,  ,5e,74,28,90,77,da,9e,ac,7,40
42,3d,7,0,80,,  ,fe,11,50,2f,87,a4,6e,83,96,74
43,19,6c,0,80,,  ,61,f3,94,1,6c,8d,bf,f4,56,16
66,0,0,0,80,,  ,8f,b4,4b,19,66,f3,45,57,96,2e
bf,28,37,79,84,,  ,a2,ce,4f,46,22,2e,7f,36,49,aa
48,65,3,0,80,,  ,4c,df,89,1b,a5,12,11,64,a2,f5
dc,c8,ef,4,80,,  ,b4,3f,9d,9e,6,87,c4,2,43,b9
7e,0,0,0,80,,  ,d3,3b,bf,10,fd,e3,1,23,ea,1f
a5,1,70,2,80,,  ,4f,41,e7,58,da,56,37,b4,d5,c4
4b,28,0,0,80,,  ,b6,70,85,b8,9b,b9,dc,bc,85,ed
7,a9,0c,0,80,,  ,5,ee,44,87,73,cf,cc,2f,96,5f
10,51,b5,7b,b1,,  ,43,ae,e7,f1,56,fc,57,29,2a,57
74,1,0,0,80,,  ,16,b2,48,f7,e0,b5,b8,8a,20,f6
d3,7,0,0,80,,  ,e2,6b,1a,b2,68,f9,fb,55,fa,96
4b,1,0,0,80,,  ,ac,55,d1,3a,d5,68,57,79,fe,77
40,8c,c6,3,80,,  ,87,d2,f2,72,10,7e,1e,26,9c,fb
e9,d7,70,1,80,,  ,9a,fd,ca,2b,4f,e6,e0,17,47,79
25,0,0,0,80,,  ,38,e7,5a,0,f4,4c,fa,1e,7a,b6
41,af,39,1,80,,  ,49,56,6a,73,35,7b,68,d8,32,eb
1a,f9,0,0,80,,  ,3e,84,de,8c,2d,43,e6,67,94,34
c3,85,0c,0,80,,  ,8,aa,cf,c8,71,28,1d,db,fb,d2
13,5,0,0,80,,  ,2b,b2,ec,0a,5f,66,22,61,e3,b7
bd,1b,67,2,80,,  ,39,8c,10,90,4,9c,25,ca,10,dd
42,0,0,0,80,,  ,ac,c5,71,1d,5c,1a,ab,7,90,ff
a8,5,75,1a,80,,  ,4c,61,3d,29,82,2d,f0,3,9f,12
3e,0,0,0,80,,  ,23,2b,96,d3,4,40,d9,28,2,d4
76,d6,33,0,80,,  ,dc,b6,3c,18,7d,0d,63,7e,f0,a3
a6,50,df,3f,80,,  ,ef,ca,42,76,98,7,1a,2d,16,d6
a4,35,46,1,80,,  ,29,44,be,84,cd,35,44,59,3e,71
72,ca,0,0,80,,  ,99,bb,0e,2c,10,4b,3e,c6,84,46
17,0,0,0,80,,  ,25,b0,b1,ea,4f,f8,19,85,2e,e5
f8,7c,a9,ea,80,,  ,bf,54,72,35,0f,68,45,4d,26,1c
c3,ee,49,9,80,,  ,fc,a1,69,42,6c,3a,ad,44,36,16
98,6,0,0,80,,  ,d0,99,a8,5c,3f,ff,d9,bc,c8,b6
55,d7,61,0,80,,  ,cc,0b,d0,a4,3c,cc,48,d0,a9,96
ba,c1,7a,65,80,,  ,d5,89,5c,b1,28,f0,81,24,f1,73
10,0e,81,b9,8e,,  ,c7,f7,74,c9,1a,6d,2d,3e,5d,85
d3,3b,d1,17,80,,  ,4b,4e,b3,b6,a3,71,1a,2a,72,71
84,0,0,0,80,,  ,cc,5a,11,36,ce,a9,b0,82,65,eb
e3,0d,0,0,80,,  ,c4,33,22,82,31,fb,97,ff,b6,92
88,f7,10,0,80,,  ,db,4a,6,88,7,2f,38,cd,c1,9c
2f,ef,cd,25,80,,  ,9c,77,69,56,db,ff,77,65,a3,47
23,b6,2,0,80,,  ,69,52,9c,b2,ed,67,0a,da,ae,ea
5b,5b,e9,d8,80,,  ,c4,a3,51,a1,42,25,a2,cc,4d,b9
9d,e4,6a,1c,80,,  ,46,26,bd,7b,57,de,8d,fe,6e,ad
b4,ec,2,2,80,,  ,ba,d2,79,11,5d,f6,49,4e,64,d2
0a,0,0,0,80,,  ,f8,11,17,64,3f,dc,25,0f,bd,b7
4,dc,79,3,80,,  ,8c,9c,12,ee,4,1c,95,83,3c,56
d8,85,0c,0,80,,  ,a0,1e,2,0a,2d,99,3f,ee,35,80
35,7e,51,42,80,,  ,35,44,25,b0,4c,f6,1e,8b,10,58
8a,f6,0,0,80,,  ,0,88,c0,5a,1e,33,e3,0d,25,f4
50,65,aa,0,80,,  ,2c,88,f3,f9,67,d3,ac,ba,b3,be
4c,0,0,0,80,,  ,31,36,8f,94,3b,e7,e3,0c,72,43
21,0c,8d,f8,80,,  ,6c,3c,88,d3,d2,33,af,2a,37,8f
c6,ad,2c,65,80,,  ,c6,f5,aa,ef,fe,b0,32,33,73,fb
d6,79,35,35,80,,  ,6a,53,85,4,20,c8,7f,2f,99,3b
f8,7,0,0,80,,  ,ca,d7,e0,81,d0,96,3c,6f,45,34
3e,3c,1,0,80,,  ,45,e3,f6,63,93,20,73,3d,b1,a5
aa,4f,2,0,80,,  ,76,1f,71,6c,7b,18,1f,7a,50,7b
aa,b1,b5,90,8b,,  ,24,13,95,b4,6b,f1,2b,c0,9d,ad
59,3d,0,0,80,,  ,ae,69,0e,4d,2f,fb,ac,13,ae,9
f3,1a,0,0,80,,  ,c6,22,c3,6e,82,e8,3e,10,95,2e
4,0,0,0,80,,  ,9d,7a,19,bc,5d,c2,c2,a2,99,2b
23,0,0,0,80,,  ,5,88,d2,5d,60,b0,d0,8e,8b,4
8a,d5,2f,6e,84,,  ,ee,65,c3,af,cd,cb,be,b6,d3,51
78,28,0,0,80,,  ,ea,2c,37,e4,0c,3a,14,71,6c,cc
87,e2,4b,84,80,,  ,7a,13,d4,27,39,84,cd,62,9a,3e
9f,79,a4,0,80,,  ,4b,c1,80,cc,ec,89,e3,33,80,bd
ca,1,0,0,80,,  ,48,a0,be,e0,7d,7b,7e,f8,c9,30
0d,9c,54,6,81,,  ,1a,3e,b8,30,fe,51,40,44,59,7b
d2,c0,c4,0,80,,  ,bc,9d,53,63,a6,88,ba,3c,96,83
b0,f2,0,0,80,,  ,5d,6,1b,2e,3a,7a,0a,ef,c9,5a
b8,0f,5b,0,80,,  ,21,fb,d0,5,8a,f4,c6,85,28,98
5a,41,0,0,80,,  ,31,8a,60,1e,d3,bd,48,f1,4f,26
85,1a,20,48,82,,  ,b9,27,62,4a,11,c7,59,25,52,e6
4e,59,1,0,80,,  ,8e,25,96,6d,ae,29,24,a2,bd,39
f3,5f,50,4b,8d,,  ,5e,9c,f3,c0,7f,89,68,a3,4a,a7
42,b3,0f,0,80,,  ,44,bc,fd,c3,bd,ad,ba,8e,89,f5
3b,7c,0,0,80,,  ,4c,47,6f,0c,68,11,47,44,bd,6a
7a,0f,40,37,80,,  ,48,16,1a,1,a3,de,fd,89,c9,7b
9f,7d,63,5,80,,  ,b2,19,9b,a1,ff,51,1d,2b,4f,0f
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
6e,21,3,0,80,,  ,4d,58,ef,16,f7,f4,3c,af,22,b8
8c,62,86,db,90,,  ,27,2d,b3,d5,3,1f,b3,18,7b,d4
6a,19,2f,1,80,,  ,b0,42,76,11,78,97,1d,5d,28,d0
3f,0,0,0,80,,  ,14,8a,29,ee,a0,f2,86,0a,f3,8c
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
9c,7a,3e,0,80,,  ,b1,65,37,f6,4a,6d,46,8d,ba,9a
f5,8b,7f,30,a0,,  ,12,4d,ed,83,92,c3,48,d9,d8,ac
19,74,39,0,80,,  ,d1,80,c3,50,2b,a7,e3,98,6f,44
6e,aa,fd,7,80,,  ,3,98,bf,7c,47,8f,e9,9,5f,e8
b9,75,1c,0,80,,  ,65,98,85,b4,d6,e9,2a,9c,89,a3
6c,5,0,0,80,,  ,a1,58,0,e3,1c,49,f9,f5,45,75
21,0,0,0,80,,  ,33,b8,65,2a,aa,c5,75,8a,ba,a2
a7,0c,0,0,80,,  ,d5,43,d3,95,a3,65,2,b0,e3,de
15,0,0,0,80,,  ,1,bc,98,f4,7,66,86,e7,f7,5f
94,ef,b0,1a,80,,  ,6b,5c,61,9,9e,b7,16,4c,9d,4b
1,d9,98,d8,85,,  ,92,21,58,21,67,e4,16,9c,81,4f
30,65,3f,33,80,,  ,96,21,13,f3,da,84,fe,18,d6,78
11,0,0,0,80,,  ,44,9d,db,88,5f,bb,3c,e1,43,2c
37,f3,31,78,80,,  ,8e,9d,e9,e8,d3,63,2a,b4,95,c3
89,fb,1,0,80,,  ,f0,38,5d,80,62,d9,5d,6e,76,1d
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
6b,7c,0,0,80,,  ,88,5f,7b,ca,64,42,ae,11,35,d6
11,0,0,0,80,,  ,44,9d,db,88,5f,bb,3c,e1,43,2c
6f,90,8c,0,80,,  ,dd,96,2a,16,2d,bf,16,95,3f,6d
0b,35,cd,1,80,,  ,0,a9,5a,c1,2c,c9,92,7c,de,c8
ff,6d,ec,2b,bc,,  ,78,0f,eb,d1,a5,72,96,51,5e,40
50,ca,1,0,80,,  ,c0,6f,8c,d2,e5,b1,7b,2c,4d,53
7f,52,2,0,80,,  ,4c,38,d6,a1,9d,27,91,5e,f4,c3
f2,1,0,0,80,,  ,0d,67,c9,b2,dd,39,d8,d7,fa,96
7a,0,0,0,80,,  ,91,17,14,6d,23,8d,b6,d2,9d,85
bf,c0,e7,4f,80,,  ,70,6c,c8,3c,9f,fe,28,7f,a1,b0
d7,27,24,0,80,,  ,58,3d,90,93,cd,a1,c7,e5,cb,87
9,11,0a,0,80,,  ,3b,80,4a,62,74,60,7c,e3,97,ef
2f,92,0,0,80,,  ,13,3b,54,f9,35,74,7c,2d,d6,f9
2b,64,6e,0,80,,  ,d5,82,e4,64,6a,1a,85,1d,a8,84
72,5e,92,e8,a6,,  ,a9,c7,be,ee,fd,b5,be,6f,73,cd
3f,6b,0b,0,80,,  ,ce,9,e9,98,f9,63,53,3a,e4,2b
ef,e4,f8,1,80,,  ,ae,7,3e,0,ac,9b,3,67,17,d3
cc,1f,0,0,80,,  ,41,17,5b,b4,eb,7c,48,2f,5d,f4
57,0,0,0,80,,  ,45,32,42,b9,8e,d5,bf,67,53,e3
94,6f,0,0,80,,  ,7e,99,8a,15,33,55,43,68,a6,3f
62,4,0,0,80,,  ,52,85,7,a4,3e,2b,0c,9,91,ee
28,eb,0c,0,80,,  ,59,15,9d,b8,16,cd,50,fc,60,d2
9c,e5,be,f2,80,,  ,36,3f,ec,4f,c6,e3,36,3b,d6,d8
ad,d6,b3,c1,82,,  ,c4,c5,41,5f,bb,15,ba,24,54,d4
be,5d,8d,79,85,,  ,6a,a8,c2,61,af,cf,d0,6f,93,99
71,0e,0,0,80,,  ,2a,83,bd,59,57,90,b6,ce,58,8a
c9,a3,83,0,80,,  ,f7,4d,0c,f0,cb,95,1e,f4,f0,64
61,5a,aa,37,80,,  ,fd,d9,41,96,77,54,0,76,2,16
e2,b7,3,0,80,,  ,bf,f4,d2,0f,1f,3e,fb,11,a2,5d
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
16,e8,15,fd,84,,  ,d1,c8,ab,91,81,81,29,fe,1b,cc
59,9b,60,4,80,,  ,60,2a,6c,40,57,24,a9,60,85,b0
c4,3d,27,0,80,,  ,a7,c3,58,e7,69,be,79,1f,23,dc
db,e4,6,0,80,,  ,dc,c1,6f,e0,86,45,90,11,26,1c
e7,c2,40,2,80,,  ,fe,4c,dd,6e,5b,9,ed,7d,10,4d
47,17,58,0,80,,  ,5b,d4,1,b5,c7,a3,b2,ec,22,2a
ff,34,fd,0,80,,  ,9e,36,7f,ed,0d,cb,5b,0f,84,d5
f1,13,0,0,80,,  ,14,a2,d9,e6,38,bc,44,44,75,e7
66,17,1d,0,80,,  ,50,18,92,49,8e,df,33,0,28,90
89,30,0d,0,80,,  ,b1,50,ef,f5,23,26,23,ff,2c,0
ff,6c,9b,44,95,,  ,84,2,dd,f8,11,72,87,89,37,59
c0,8c,3a,0,80,,  ,a3,73,2e,36,76,4d,f6,33,9c,5e
e7,5a,0,0,80,,  ,7f,7f,a3,85,b7,67,e1,c6,c0,a7
8d,ba,f7,ed,80,,  ,5b,73,6c,52,cf,5c,aa,f3,bf,f6
e2,f6,85,6,80,,  ,8c,7f,e6,38,4c,36,38,77,56,b3
3d,42,bb,2a,80,,  ,54,6c,f1,1e,67,77,af,74,53,c9
df,0,0,0,80,,  ,0,2a,71,d8,c4,d0,7,42,9a,50
43,2e,d8,42,80,,  ,24,65,c9,77,2f,d1,25,f1,f3,7c
c6,1e,0,0,80,,  ,88,ae,6f,b8,20,b4,84,5a,7,cf
8a,58,d3,fc,80,,  ,d1,29,10,b4,ec,b8,8b,66,dd,63
ec,ae,5,3,80,,  ,c1,67,d7,c2,ee,77,eb,d2,0e,a3
a4,c4,1,0,80,,  ,98,0e,5a,d9,12,db,90,d4,61,54
b9,d4,6d,5,89,,  ,35,3c,2,a8,98,7b,c9,b3,d2,0e
cd,67,73,a2,81,,  ,9b,9d,5e,32,dc,7d,9a,70,12,c0
c3,c5,65,1,80,,  ,6d,cb,58,e4,1d,75,79,95,f9,b1
74,75,0,0,80,,  ,1a,71,56,55,ce,e6,16,f5,c2,6c
66,2e,a3,15,80,,  ,39,31,18,7e,f9,be,9,15,a8,87
1e,0,0,0,80,,  ,21,61,cb,a0,c0,e7,d3,a6,53,64
79,47,76,4e,80,,  ,f5,a8,1,72,51,ee,48,f4,15,70
b1,3c,1,0,80,,  ,c0,ce,dd,0d,ba,28,b7,91,ad,ff
4f,97,db,0,80,,  ,a7,11,b5,cb,46,a6,3d,93,5,68
77,f2,fa,a1,87,,  ,29,8b,af,99,9c,97,dd,86,fb,41
4,0,0,0,80,,  ,9d,7a,19,bc,5d,c2,c2,a2,99,2b
bc,25,0,0,80,,  ,74,12,a4,3d,71,83,80,ea,35,31
68,5a,5c,ce,8c,,  ,93,67,9e,c5,98,53,7,8a,19,9c
41,b4,0,0,80,,  ,77,2d,bd,d7,50,de,f1,18,de,49
4,0,0,0,80,,  ,9d,7a,19,bc,5d,c2,c2,a2,99,2b
c1,6f,89,37,9c,,  ,81,ba,70,32,7c,d7,0e,34,2e,cc
39,35,4,0,80,,  ,56,7a,91,5,5e,ee,e4,c0,db,74
6b,a4,ef,0,80,,  ,2f,58,7a,1,7e,c1,d5,b5,dc,b4
fd,1,0,0,80,,  ,f6,29,2,1,71,8,36,a1,9f,c6
f0,50,63,4f,80,,  ,b2,b5,e2,97,74,2f,ad,e2,0f,71
76,19,0,0,80,,  ,a7,57,cb,8c,5f,88,6d,65,d7,13
37,72,75,bc,96,,  ,21,9a,60,c6,58,3b,a4,4c,30,2
7b,88,0,0,80,,  ,74,6e,7f,c6,59,ab,3e,f6,a9,1d
ec,19,b4,f3,80,,  ,19,b9,e2,3,48,90,c4,ec,45,a1
bf,2e,0,0,80,,  ,7e,9,a0,c8,d8,e6,fd,c1,7,27
69,5,0,0,80,,  ,18,1f,b1,67,b9,46,e3,43,57,45
1,46,26,0,80,,  ,9b,30,ad,c7,24,20,af,90,d3,8d
26,8b,57,c8,80,,  ,a5,77,43,91,1e,1c,58,e2,64,37
63,b9,43,f0,81,,  ,6b,42,b5,8a,eb,ff,5e,43,b4,74
1b,0,0,0,80,,  ,69,dd,6,af,aa,fc,1e,7d,85,41
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
94,a1,e6,3b,9a,,  ,67,a6,8,0e,5d,27,8f,fd,46,6d
59,da,72,c1,80,,  ,0f,25,3f,20,c9,0a,b4,5f,22,4f
6b,5e,0,0,80,,  ,8,d3,5c,57,71,88,ee,af,c9,f8
a1,92,8c,37,80,,  ,7a,c3,55,4f,ad,8e,47,ef,64,51
87,79,6,0,80,,  ,b6,86,9b,b0,85,2e,6d,e0,a6,bd
d7,27,0,0,80,,  ,ad,b9,5a,9,1a,79,d2,2c,6e,94
1a,0,0,0,80,,  ,6c,74,ad,92,18,a9,dc,1e,14,d3
36,4,0,0,80,,  ,79,c7,ab,be,71,ef,e4,b9,23,dd
7,0,0,0,80,,  ,29,bc,ac,57,77,8a,5c,fb,0e,7e
a8,0f,0,0,80,,  ,2f,99,44,33,ec,0c,2c,39,77,53
4d,0,0,0,80,,  ,26,ff,17,ef,ca,6,76,2c,a8,d0
e2,de,2,0,80,,  ,c2,70,be,49,28,34,25,6b,c6,66
3d,ad,0,0,80,,  ,ae,2,35,36,e4,60,60,b1,f5,1d
d3,0c,11,2d,93,,  ,4b,76,7a,1e,0,c2,cb,d0,97,e3
32,0b,0,0,80,,  ,fb,9,eb,20,88,b0,8a,af,82,99
2a,25,0d,49,80,,  ,5f,4b,ef,b6,43,f8,46,e8,9d,fc
28,2c,1,0,80,,  ,9d,28,1e,dc,f1,61,e4,73,56,10
d9,0,0,0,80,,  ,5c,57,8,da,b5,a5,1b,da,28,41
34,2,1d,c8,b4,,  ,cf,12,ae,a4,14,35,b5,31,84,19
bd,0c,0,0,80,,  ,cb,94,b2,63,54,8f,8b,14,17,d9
2,0,0,0,80,,  ,f8,57,11,8e,8d,ff,eb,bb,79,53
e3,be,ce,a5,aa,,  ,91,48,54,b6,23,6f,4f,49,f1,fa
2b,af,1e,40,82,,  ,5b,ae,b8,bd,bf,1b,bc,7e,63,25
a7,e8,aa,67,80,,  ,56,30,d7,22,b7,e5,8c,d9,11,44
10,a5,7,0,80,,  ,0a,5b,51,64,92,20,cf,5f,a6,ba
82,69,8b,10,80,,  ,89,9a,ab,2,80,59,ee,c7,c6,ed
83,7b,3,0,80,,  ,3e,60,d4,11,e8,0c,54,98,16,2
0c,0,0,0,80,,  ,91,74,cc,77,ea,af,32,56,b5,b2
a3,d1,0,0,80,,  ,fa,a3,e0,0f,6c,35,42,43,ed,36
3d,8d,ef,0,80,,  ,9e,24,53,b3,ed,be,4a,ad,76,99
96,d5,8a,24,80,,  ,fe,34,4b,ae,42,9a,f5,59,13,f6
68,36,65,0,89,,  ,99,51,8f,d9,3e,b4,b0,7e,9,7b
e9,13,1,0,80,,  ,e3,7f,d5,46,b7,23,8e,33,3c,ec
e2,25,1c,0,80,,  ,0f,14,15,f1,d6,ee,7b,bc,b8,f2
7f,0,0,0,80,,  ,d4,2a,bb,8d,59,79,9e,7a,a2,c4
49,5,ee,2c,80,,  ,9d,c4,2b,8e,a2,c3,3,ea,73,1d
31,a2,38,17,80,,  ,de,6f,18,fa,96,66,da,1b,79,7c
41,50,d7,1,80,,  ,88,bf,4,15,ff,0,9d,d0,f1,a1
81,6,5c,50,be,,  ,39,d1,92,51,70,a2,d6,53,5a,15
51,bf,7d,49,80,,  ,41,33,26,81,2b,cd,4b,10,97,d8
34,0,0,0,80,,  ,be,6f,12,84,b4,f1,96,88,3e,d0
30,c8,60,0,80,,  ,6d,5c,fd,d3,5f,31,ab,95,95,a2
a9,78,9c,d9,8e,,  ,a5,dc,88,b6,16,3b,d5,e5,d7,cd
88,3,18,9b,80,,  ,fa,4,3,44,96,50,f6,c8,f7,9b
5f,93,0,0,80,,  ,fb,41,b9,8d,7f,6f,7f,1b,2f,8a
ff,0,2,0,80,,  ,d1,d1,86,91,a2,fd,1e,8b,6c,ec
71,8c,0,0,80,,  ,2b,a6,39,de,de,e3,62,d2,48,fb
45,5d,fe,bb,86,,  ,1,49,f3,57,46,eb,d2,91,a2,87
68,0,0,0,80,,  ,39,4b,5d,10,a5,5a,a6,9c,12,56
fe,e8,5c,63,99,,  ,9e,21,56,21,fb,6f,de,d5,ea,7f
3f,87,3b,1d,81,,  ,4a,92,bc,1,0c,43,4d,a5,39,8a
47,1c,0,0,80,,  ,de,41,1f,d2,de,fd,fe,b1,53,46
47,5a,20,0,80,,  ,ea,55,36,83,28,6e,8d,86,2,20
0c,1a,0,0,80,,  ,55,57,71,eb,25,64,1b,6a,2e,44
6,0,0,0,80,,  ,bf,7e,2a,a8,57,b4,31,60,4b,4b
6b,ec,23,0b,80,,  ,69,d5,1a,61,3c,a9,ff,95,b8,db
f4,9b,ef,32,80,,  ,82,c6,a5,d7,2b,d8,aa,14,a1,80
b1,ec,9e,0,80,,  ,0f,cb,eb,85,29,6c,21,2,dd,d4
a1,57,18,e1,82,,  ,e2,0f,5b,f6,4b,db,6,ad,59,18
cb,22,90,0e,80,,  ,68,e5,e5,44,63,21,e4,4e,12,47
87,c3,a2,65,81,,  ,b4,28,62,51,12,42,74,93,71,5a
95,ad,5e,38,80,,  ,34,6a,f8,69,12,c1,31,8e,3c,e7
a9,65,79,1,80,,  ,72,9e,13,14,7,74,bb,66,6f,a3
9c,a1,ad,14,89,,  ,3b,6e,d5,3f,df,65,13,cf,eb,17
91,76,6,0c,a3,,  ,5b,48,23,65,82,d2,ed,1d,b7,90
2c,b1,cf,7,80,,  ,cc,1b,34,60,59,27,d0,1d,e3,de
20,8c,58,0,80,,  ,9a,77,ba,e1,1a,8b,79,ef,3d,f9
1b,0,0,0,80,,  ,69,dd,6,af,aa,fc,1e,7d,85,41
b9,0,0,0,80,,  ,2a,9d,fa,98,ee,fa,ea,63,fb,91
8b,d4,5a,4a,80,,  ,6e,77,7a,b4,79,4e,d6,67,4e,4b
9c,73,0,0,80,,  ,61,94,40,0f,5e,d0,e4,67,b2,bf
50,c7,0f,0,80,,  ,2d,e1,5f,a6,1f,19,67,17,ef,73
20,0,0,0,80,,  ,a5,92,8,0,de,73,f1,10,c0,88
ca,44,0,0,80,,  ,f1,bc,cf,38,17,d5,fb,99,22,4d
0d,ea,83,cb,83,,  ,c2,bf,76,f0,b3,5,8e,db,ab,bd
bf,dd,3,0,80,,  ,8b,a1,51,28,ff,bd,88,4e,db,74
6f,8b,1c,0,80,,  ,16,78,74,7c,d1,0a,1c,ac,6c,cd
8d,be,0b,9f,8a,,  ,f9,19,ff,9e,b8,87,f6,d0,eb,2e
6a,7f,30,0,80,,  ,e8,a0,bf,d7,7b,e4,f9,f8,b4,34
30,bf,8b,1,80,,  ,cf,a4,fd,9,88,45,34,7b,f3,90
ac,32,0,0,80,,  ,50,bb,44,d2,f2,b2,f5,0f,e9,b3
0a,85,8,0,80,,  ,39,d3,f5,73,4e,5b,b3,99,aa,fa
82,43,bc,1d,82,,  ,d9,28,f0,71,47,a0,ae,3f,19,15
